State,Dem,Rep,Date,Pollster
NC,49,49,Oct 06 2008,OpinionResearch
NC,50,46,Oct 26 2008,Zogby
NC,50,47,Sep 30 2008,Rasmussen
NC,50,48,Oct 29 2008,Rasmussen
NC,51,47,Oct 21 2008,OpinionResearch
NC,51,48,Oct 19 2008,Rasmussen
NC,52,46,Oct 28 2008,OpinionResearch
ND,38,44,Apr 03 2008,DakotaWesleyanU
ND,41,55,Sep 08 2008,Rasmussen
ND,43,40,Aug 27 2008,DFMResearch
ND,43,43,Jul 08 2008,Rasmussen
ND,43,52,Sep 17 2008,ARG
ND,45,43,Oct 08 2008,MinnesotaStateU
ND,46,42,Feb 28 2008,SurveyUSA
NE,32,50,Jul 28 2008,Rasmussen
NE,34,60,Sep 17 2008,ARG
NE,36,52,Jun 23 2008,Rasmussen
NE,37,56,Sep 30 2008,Rasmussen
NE,39,50,May 15 2008,Rasmussen
NE,40,49,May 18 2008,SurveyUSA
NE,42,45,Feb 28 2008,SurveyUSA
NH,39,42,May 02 2008,DartmouthColl
NH,41,51,Apr 30 2008,Rasmussen
NH,43,42,Aug 19 2008,Rasmussen
NH,43,46,Mar 16 2008,Rasmussen
NH,43,49,Apr 30 2008,UofNewHampshire
NH,44,43,Sep 22 2008,FinancialDynamics
NH,45,47,Sep 21 2008,UofNewHampshire
NH,45,48,Sep 15 2008,ARG
NH,46,43,Jul 20 2008,UofNewHampshire
NH,46,44,Feb 28 2008,SurveyUSA
NH,46,45,Aug 20 2008,ARG
NH,46,45,Sep 24 2008,SuffolkU
NH,47,41,Jul 23 2008,Rasmussen
NH,47,45,Jul 21 2008,ARG
NH,47,49,Sep 23 2008,Rasmussen
NH,48,43,May 21 2008,Rasmussen
NH,49,36,Feb 11 2008,Rasmussen
NH,49,37,Sep 30 2008,SaintAnselmColl
NH,50,39,Jun 18 2008,Rasmussen
NH,50,39,Oct 25 2008,MasonDixon
NH,50,45,Oct 23 2008,MaristColl
NH,50,46,Oct 23 2008,Rasmussen
NH,50,46,Oct 30 2008,Rasmussen
NH,51,39,Jun 17 2008,ARG
NH,51,45,Sep 09 2008,OpinionResearch
NH,51,45,Sep 21 2008,MaristColl
NH,52,43,Oct 08 2008,ARG
NH,53,39,Oct 30 2008,UofNewHampshire
NH,53,40,Oct 05 2008,SurveyUSA
NH,53,40,Oct 29 2008,SuffolkU
NH,53,42,Oct 30 2008,SurveyUSA
NH,53,43,Oct 01 2008,Rasmussen
NH,53,45,Oct 06 2008,OpinionResearch
NH,54,39,Oct 22 2008,UofNewHampshire
NH,55,37,Oct 26 2008,GfKRoper
NH,56,41,Oct 30 2008,ARG
NH,58,33,Oct 27 2008,UofNewHampshire
NJ,43,38,Feb 24 2008,FairleighDickinsonU
NJ,43,43,Feb 28 2008,SurveyUSA
NJ,43,45,Feb 27 2008,Rasmussen
NJ,44,39,Jul 07 2008,Rasmussen
NJ,45,39,Jun 08 2008,QuinnipiacU
NJ,45,46,Mar 27 2008,Rasmussen
NJ,46,39,Feb 18 2008,QuinnipiacU
NJ,47,41,Sep 07 2008,FairleighDickinsonU
NJ,47,42,Mar 30 2008,FairleighDickinsonU
NJ,48,39,Jun 04 2008,Rasmussen
NJ,48,40,Aug 04 2008,Rasmussen
NJ,48,45,Sep 08 2008,MaristColl
NJ,48,45,Sep 14 2008,QuinnipiacU
NJ,49,33,Jun 23 2008,FairleighDickinsonU
NJ,49,41,Sep 14 2008,MonmouthU
NJ,50,36,Jul 21 2008,MonmouthU
NJ,50,37,Oct 05 2008,FairleighDickinsonU
NJ,50,42,Oct 07 2008,Rasmussen
NJ,51,41,Aug 10 2008,QuinnipiacU
NJ,51,42,Sep 21 2008,ARG
NJ,52,42,Oct 30 2008,SurveyUSA
NJ,52,42,Sep 28 2008,SurveyUSA
NJ,53,35,Oct 29 2008,FairleighDickinsonU
NJ,55,34,Oct 30 2008,MonmouthU
NJ,55,38,Oct 18 2008,MonmouthU
NJ,55,40,Oct 12 2008,SurveyUSA
NJ,55,42,Sep 16 2008,Rasmussen
NJ,56,32,Apr 28 2008,MonmouthU
NJ,56,39,Oct 21 2008,MaristColl
NJ,59,36,Oct 19 2008,QuinnipiacU
NM,41,45,Aug 15 2008,MasonDixon
NM,41,50,Jan 21 2008,SurveyUSA
NM,44,44,Feb 18 2008,Rasmussen
NM,44,44,May 18 2008,SurveyUSA
NM,44,50,Apr 13 2008,SurveyUSA
NM,45,40,Oct 02 2008,ResearchandPolling
NM,45,42,Apr 08 2008,Rasmussen
NM,46,41,Jul 24 2008,Rasmussen
NM,47,39,Jun 18 2008,Rasmussen
NM,47,41,Aug 20 2008,Rasmussen
NM,47,49,Sep 08 2008,Rasmussen
NM,49,42,Sep 15 2008,FinancialDynamics
NM,49,44,Oct 01 2008,Rasmussen
NM,49,46,Jun 19 2008,SurveyUSA
NM,50,41,May 14 2008,Rasmussen
NM,50,43,Feb 28 2008,SurveyUSA
NM,51,43,Oct 30 2008,ResearchandPolling
NM,51,44,Sep 16 2008,ARG
NM,51,45,Mar 16 2008,SurveyUSA
NM,52,44,Sep 16 2008,SurveyUSA
NM,52,44,Sep 30 2008,SurveyUSA
NM,52,45,Oct 13 2008,SurveyUSA
NM,52,45,Oct 31 2008,SurveyUSA
NM,53,40,Aug 26 2008,OpinionResearch
NM,54,44,Oct 28 2008,Rasmussen
NM,55,40,Feb 17 2008,SurveyUSA
NM,55,42,Oct 13 2008,Rasmussen
NV,39,46,Aug 15 2008,MasonDixon
NV,40,46,May 20 2008,Rasmussen
NV,42,40,Jul 16 2008,Rasmussen
NV,42,44,Jun 11 2008,MasonDixon
NV,42,45,Aug 11 2008,Rasmussen
NV,42,45,Jun 18 2008,Rasmussen
NV,43,48,Apr 21 2008,Rasmussen
NV,45,41,Mar 19 2008,Rasmussen
NV,45,46,Sep 10 2008,InsiderAdvantage
NV,45,46,Sep 21 2008,SuffolkU
NV,46,41,Feb 28 2008,SurveyUSA
NV,46,49,Sep 11 2008,Rasmussen
NV,46,49,Sep 14 2008,ARG
NV,47,43,Oct 29 2008,MasonDixon
NV,47,45,Oct 09 2008,MasonDixon
NV,47,47,Oct 19 2008,InsiderAdvantage
NV,47,49,Sep 29 2008,ARG
NV,48,44,Oct 26 2008,Zogby
NV,48,47,Sep 30 2008,InsiderAdvantage
NV,49,44,Aug 26 2008,OpinionResearch
NV,49,46,Oct 13 2008,InsiderAdvantage
NV,49,47,Oct 06 2008,InsiderAdvantage
NV,50,38,Feb 12 2008,Rasmussen
NV,50,40,Oct 26 2008,SuffolkU
NV,50,45,Oct 16 2008,Rasmussen
NV,50,46,Oct 27 2008,Rasmussen
NV,51,43,Nov 02 2008,Zogby
NV,51,46,Oct 21 2008,OpinionResearch
NV,51,47,Oct 02 2008,Rasmussen
NV,51,47,Sep 30 2008,OpinionResearch
NV,52,40,Oct 26 2008,GfKRoper
NV,52,45,Oct 28 2008,OpinionResearch
NY,44,26,Jul 29 2008,SienaColl
NY,44,42,Jan 17 2008,SienaColl
NY,45,40,Apr 16 2008,SienaColl
NY,46,41,Sep 10 2008,SienaColl
NY,46,48,Apr 08 2008,MaristColl
NY,47,39,Apr 15 2008,QuinnipiacU
NY,47,39,Aug 14 2008,SienaColl
NY,47,40,Feb 14 2008,SienaColl
NY,48,38,May 17 2008,SurveyUSA
NY,48,38,May 18 2008,SurveyUSA
NY,49,38,Mar 18 2008,QuinnipiacU
NY,49,38,May 14 2008,SienaColl
NY,49,43,Jan 21 2008,SurveyUSA
NY,50,36,Jun 08 2008,QuinnipiacU
NY,50,37,Jul 10 2008,SienaColl
NY,51,32,Jun 11 2008,NYTimes
NY,51,33,Jun 11 2008,SienaColl
NY,51,38,Mar 11 2008,Rasmussen
NY,52,32,Aug 04 2008,Rasmussen
NY,52,33,May 28 2008,Rasmussen
NY,52,35,May 01 2008,Rasmussen
NY,52,38,Feb 28 2008,SurveyUSA
NY,52,43,Apr 13 2008,SurveyUSA
NY,52,44,Mar 16 2008,SurveyUSA
NY,55,38,Sep 16 2008,ARG
NY,55,42,Sep 15 2008,Rasmussen
NY,57,36,Aug 04 2008,QuinnipiacU
NY,57,36,Feb 17 2008,SurveyUSA
NY,57,37,Jun 27 2008,SurveyUSA
NY,57,37,Oct 14 2008,Rasmussen
NY,57,38,Sep 24 2008,SurveyUSA
NY,58,36,Sep 30 2008,SienaColl
NY,60,29,Jun 30 2008,Rasmussen
NY,62,31,Oct 21 2008,SienaColl
NY,62,33,Oct 28 2008,SurveyUSA
NY,64,31,Oct 12 2008,SurveyUSA
NY,65,29,Oct 22 2008,MaristColl
OH,40,40,Aug 17 2008,UofAkron
OH,40,42,Feb 12 2008,QuinnipiacU
OH,40,44,May 20 2008,QuinnipiacU
OH,40,46,Jul 21 2008,Rasmussen
OH,40,46,Mar 13 2008,Rasmussen
OH,40,47,Apr 08 2008,Rasmussen
OH,41,42,Aug 21 2008,ColumbusDispatch
OH,41,42,Feb 17 2008,Rasmussen
OH,41,42,Sep 15 2008,FinancialDynamics
OH,41,45,Aug 18 2008,Rasmussen
OH,42,43,Apr 29 2008,QuinnipiacU
OH,42,46,Sep 13 2008,SuffolkU
OH,42,48,Sep 16 2008,UofCincinnati
OH,43,42,Mar 31 2008,QuinnipiacU
OH,43,44,Jun 17 2008,Rasmussen
OH,43,50,Jan 06 2008,SurveyUSA
OH,43,50,Mar 16 2008,SurveyUSA
OH,44,43,Aug 24 2008,QuinnipiacU
OH,44,45,May 14 2008,Rasmussen
OH,44,48,Sep 10 2008,UofCincinnati
OH,44,50,Sep 13 2008,ARG
OH,44,51,Sep 07 2008,Rasmussen
OH,45,41,Oct 15 2008,UofAkron
OH,45,46,Oct 17 2008,MasonDixon
OH,45,47,Apr 13 2008,SurveyUSA
OH,45,47,Oct 30 2008,MasonDixon
OH,45,48,Sep 14 2008,Rasmussen
OH,45,49,Sep 14 2008,SurveyUSA
OH,46,44,Jul 29 2008,QuinnipiacU
OH,46,45,Sep 17 2008,UofWisconsin
OH,46,46,Sep 22 2008,InsiderAdvantage
OH,46,47,Sep 23 2008,Rasmussen
OH,46,48,Oct 08 2008,UofCincinnati
OH,46,50,Sep 21 2008,Rasmussen
OH,47,44,Feb 17 2008,SurveyUSA
OH,47,45,Sep 02 2008,OpinionResearch
OH,47,45,Sep 15 2008,MaristColl
OH,47,45,Sep 29 2008,InsiderAdvantage
OH,47,48,Oct 05 2008,Rasmussen
OH,47,48,Sep 10 2008,InsiderAdvantage
OH,47,48,Sep 28 2008,Rasmussen
OH,47,49,Oct 19 2008,Rasmussen
OH,48,39,May 18 2008,SurveyUSA
OH,48,41,Oct 26 2008,GfKRoper
OH,48,41,Oct 27 2008,FinancialDynamics
OH,48,42,Jun 16 2008,QuinnipiacU
OH,48,45,Oct 07 2008,ARG
OH,48,45,Oct 26 2008,MaristColl
OH,48,46,Jun 22 2008,SurveyUSA
OH,48,47,Feb 24 2008,UofCincinnati
OH,48,49,Sep 29 2008,SurveyUSA
OH,49,40,Oct 27 2008,LATimes
OH,49,42,Oct 03 2008,ColumbusDispatch
OH,49,44,Oct 09 2008,InsiderAdvantage
OH,49,44,Sep 09 2008,QuinnipiacU
OH,49,45,Oct 08 2008,MaristColl
OH,49,45,Oct 26 2008,Rasmussen
OH,49,45,Oct 27 2008,SurveyUSA
OH,49,46,Oct 22 2008,UofCincinnati
OH,49,47,Oct 12 2008,Rasmussen
OH,49,47,Sep 16 2008,OpinionResearch
OH,49,49,Oct 14 2008,Rasmussen
OH,50,40,Feb 28 2008,SurveyUSA
OH,50,42,Sep 29 2008,QuinnipiacU
OH,50,44,Nov 02 2008,Zogby
OH,50,45,Oct 13 2008,SurveyUSA
OH,50,45,Oct 26 2008,Zogby
OH,50,46,Oct 21 2008,OpinionResearch
OH,50,47,Oct 06 2008,OpinionResearch
OH,51,42,Oct 19 2008,SuffolkU
OH,51,42,Oct 26 2008,QuinnipiacU
OH,51,45,Oct 05 2008,ABCNews
OH,51,45,Oct 05 2008,WashingtonPost
OH,51,47,Oct 28 2008,OpinionResearch
OH,52,38,Oct 21 2008,QuinnipiacU
OH,52,42,Oct 22 2008,InsiderAdvantage
OH,52,46,Oct 31 2008,ColumbusDispatch
OH,53,41,Oct 22 2008,UofWisconsin
OH,57,41,Oct 23 2008,OhioU
OK,24,56,Jul 23 2008,SoonerPoll
OK,29,66,Oct 05 2008,TVPoll
OK,32,63,Oct 12 2008,TVPoll
OK,32,63,Sep 11 2008,Rasmussen
OK,32,65,Sep 07 2008,SurveyUSA
OK,34,57,Feb 28 2008,SurveyUSA
OK,34,61,Sep 18 2008,ARG
OK,34,63,Oct 29 2008,SurveyUSA
OK,34,64,Sep 29 2008,SurveyUSA
OK,35,59,Oct 19 2008,SurveyUSA
OR,46,37,Jul 16 2008,Rasmussen
OR,46,38,Feb 18 2008,RileyRes
OR,46,38,Jun 11 2008,Rasmussen
OR,47,37,Aug 07 2008,Rasmussen
OR,47,47,Jan 13 2008,SurveyUSA
OR,48,34,Oct 20 2008,RileyResearch
OR,48,42,Mar 26 2008,Rasmussen
OR,48,45,Aug 04 2008,SurveyUSA
OR,48,45,Jun 19 2008,SurveyUSA
OR,48,47,Feb 17 2008,SurveyUSA
OR,49,39,May 18 2008,SurveyUSA
OR,49,40,Feb 13 2008,Rasmussen
OR,49,41,Feb 28 2008,SurveyUSA
OR,49,41,Oct 27 2008,NorthernArizonaU
OR,50,40,Sep 14 2008,DavisHibbittsMidghall
OR,50,41,Mar 16 2008,SurveyUSA
OR,51,42,Apr 13 2008,SurveyUSA
OR,51,47,Sep 15 2008,Rasmussen
OR,52,38,May 07 2008,Rasmussen
OR,52,41,Sep 22 2008,ARG
OR,52,41,Sep 23 2008,SurveyUSA
OR,54,41,Oct 14 2008,Rasmussen
OR,54,42,Oct 30 2008,Rasmussen
OR,54,43,Oct 09 2008,Rasmussen
OR,57,38,Oct 26 2008,SurveyUSA
OR,57,38,Oct 30 2008,SurveyUSA
OR,57,40,Oct 12 2008,SurveyUSA
PA,38,46,Jan 08 2008,Rasmussen
PA,39,42,Feb 17 2008,MuhlenbergColl
PA,41,45,Mar 10 2008,SusquehannaPolling
PA,42,41,Feb 12 2008,QuinnipiacU
PA,42,47,Feb 28 2008,SurveyUSA
PA,43,39,Mar 31 2008,QuinnipiacU
PA,43,41,Sep 22 2008,FinancialDynamics
PA,43,44,Apr 24 2008,Rasmussen
PA,43,44,Feb 18 2008,FranklinMarshallColl
PA,43,44,Mar 10 2008,Rasmussen
PA,45,40,Aug 19 2008,Rasmussen
PA,45,43,May 21 2008,Rasmussen
PA,45,45,Sep 17 2008,UofWisconsin
PA,46,39,May 06 2008,SusquehannaPolling
PA,46,40,May 20 2008,QuinnipiacU
PA,46,41,Aug 10 2008,FranklinMarshallColl
PA,46,41,Aug 14 2008,SusquehannaPolling
PA,46,42,Jun 22 2008,Rasmussen
PA,46,44,Sep 18 2008,MasonDixon
PA,47,38,Apr 29 2008,QuinnipiacU
PA,47,39,Apr 09 2008,Rasmussen
PA,47,40,Apr 09 2008,TempleU
PA,47,42,Jul 23 2008,Rasmussen
PA,47,43,Oct 28 2008,MasonDixon
PA,47,43,Sep 25 2008,MuhlenbergColl
PA,47,45,Sep 07 2008,Rasmussen
PA,47,47,Sep 14 2008,Rasmussen
PA,48,40,May 18 2008,SurveyUSA
PA,48,40,Oct 19 2008,SusquehannaPolling
PA,48,43,Aug 26 2008,OpinionResearch
PA,48,43,Sep 28 2008,FranklinMarshallColl
PA,48,45,Sep 09 2008,QuinnipiacU
PA,48,45,Sep 21 2008,Rasmussen
PA,49,39,Feb 14 2008,Rasmussen
PA,49,41,Sep 29 2008,MuhlenbergColl
PA,49,42,Aug 24 2008,QuinnipiacU
PA,49,42,Jul 29 2008,QuinnipiacU
PA,49,44,Sep 15 2008,MaristColl
PA,49,45,Sep 24 2008,Rasmussen
PA,50,39,Oct 09 2008,MuhlenbergColl
PA,50,40,Oct 04 2008,MuhlenbergColl
PA,50,41,Oct 26 2008,TempleU
PA,50,42,Sep 28 2008,Rasmussen
PA,50,44,Sep 24 2008,SurveyUSA
PA,50,46,Sep 22 2008,ARG
PA,51,38,Oct 12 2008,MuhlenbergColl
PA,51,41,Oct 20 2008,FinancialDynamics
PA,51,42,Oct 26 2008,InsiderAdvantage
PA,51,44,Oct 31 2008,SurveyUSA
PA,51,45,Oct 31 2008,ARG
PA,51,47,Oct 30 2008,Rasmussen
PA,52,39,Oct 17 2008,MuhlenbergColl
PA,52,40,Jun 16 2008,QuinnipiacU
PA,52,40,Oct 26 2008,GfKRoper
PA,52,41,Oct 22 2008,UofWisconsin
PA,52,42,Oct 06 2008,WestChesterU
PA,52,42,Oct 22 2008,MuhlenbergColl
PA,52,45,Nov 01 2008,MuhlenbergColl
PA,52,46,Nov 01 2008,Rasmussen
PA,53,40,Oct 21 2008,QuinnipiacU
PA,53,40,Oct 26 2008,FranklinMarshallColl
PA,53,40,Oct 26 2008,SienaColl
PA,53,41,Oct 08 2008,MaristColl
PA,53,41,Oct 22 2008,SurveyUSA
PA,53,41,Oct 26 2008,QuinnipiacU
PA,53,41,Oct 27 2008,MuhlenbergColl
PA,53,44,Sep 23 2008,OpinionResearch
PA,53,46,Oct 27 2008,Rasmussen
PA,54,39,Sep 29 2008,QuinnipiacU
PA,54,40,Nov 02 2008,Zogby
PA,54,41,Oct 06 2008,Rasmussen
PA,55,40,Oct 06 2008,SurveyUSA
PA,55,40,Oct 13 2008,SurveyUSA
PA,55,41,Oct 27 2008,MaristColl
PA,55,43,Oct 28 2008,OpinionResearch
RI,47,34,Sep 16 2008,BrownU
RI,48,26,Oct 01 2008,OpinionFactor
RI,51,30,Aug 20 2008,BrownU
RI,53,25,Jun 27 2008,RhodeIslandColl
RI,53,38,Feb 28 2008,SurveyUSA
RI,55,31,Jun 30 2008,Rasmussen
RI,58,39,Sep 13 2008,Rasmussen
RI,59,33,Sep 13 2008,ARG
SC,35,55,Oct 19 2008,WinthropU
SC,37,59,Sep 17 2008,ARG
SC,39,48,Jun 05 2008,Rasmussen
SC,39,58,Sep 22 2008,SurveyUSA
SC,41,55,Oct 13 2008,SurveyUSA
SC,42,53,Oct 28 2008,PrincetonSurvey
SC,43,54,Oct 20 2008,Rasmussen
SC,44,52,Oct 29 2008,SurveyUSA
SC,45,48,Feb 28 2008,SurveyUSA
SC,45,51,Sep 18 2008,Rasmussen
SD,34,51,Apr 03 2008,DakotaWesleyanU
SD,37,54,Sep 09 2008,Rasmussen
SD,38,48,Mar 04 2008,Rasmussen
SD,39,55,Sep 21 2008,ARG
SD,41,48,Oct 15 2008,MasonDixon
SD,43,47,Feb 28 2008,SurveyUSA
SD,43,47,Jul 09 2008,Rasmussen
SD,44,53,Oct 30 2008,Rasmussen
TN,31,58,Apr 03 2008,Rasmussen
TN,32,56,Aug 20 2008,Rasmussen
TN,36,48,Sep 27 2008,MiddleTennStateU
TN,36,50,Feb 23 2008,MiddleTennStateU
TN,36,51,Jun 24 2008,Rasmussen
TN,36,59,Sep 19 2008,ARG
TN,38,54,Feb 28 2008,SurveyUSA
TN,39,55,Sep 24 2008,MasonDixon
TN,39,58,Sep 29 2008,Rasmussen
TN,42,54,Oct 16 2008,Rasmussen
TX,33,43,Jul 30 2008,UofTexas
TX,36,57,Sep 16 2008,ARG
TX,38,43,Jun 20 2008,TexasLyceum
TX,38,57,Oct 08 2008,ARG
TX,39,48,Jun 25 2008,Rasmussen
TX,39,52,Jun 02 2008,Rasmussen
TX,40,51,Oct 22 2008,UofTexas
TX,41,49,Feb 25 2008,SurveyUSA
TX,41,50,Aug 21 2008,Rasmussen
TX,41,50,Jul 30 2008,Rasmussen
TX,43,48,May 01 2008,Rasmussen
TX,43,52,Sep 29 2008,Rasmussen
TX,44,52,Feb 17 2008,OpinionRes
TX,44,54,Oct 21 2008,Rasmussen
TX,46,47,Feb 28 2008,SurveyUSA
UT,23,62,Aug 15 2008,MasonDixon
UT,24,62,Sep 11 2008,DanJones
UT,27,62,May 19 2008,DanJones
UT,29,57,Jun 19 2008,DanJones
UT,29,65,Sep 13 2008,ARG
UT,32,55,Oct 25 2008,MasonDixon
UT,32,57,Oct 30 2008,DanJones
UT,32,64,Sep 10 2008,Rasmussen
UT,33,52,Jun 19 2008,Rasmussen
UT,39,50,Feb 28 2008,SurveyUSA
VA,36,44,May 18 2008,VirgCommonwealthU
VA,39,48,Sep 14 2008,ChristopherNewportU
VA,40,52,Jan 17 2008,SurveyUSA
VA,41,48,Sep 15 2008,FinancialDynamics
VA,41,52,Mar 27 2008,Rasmussen
VA,43,43,Aug 12 2008,InsiderAdvantage
VA,44,44,Jul 16 2008,Rasmussen
VA,44,47,May 08 2008,Rasmussen
VA,44,47,Sep 22 2008,MasonDixon
VA,44,49,Feb 19 2008,Rasmussen
VA,44,52,Apr 13 2008,SurveyUSA
VA,45,44,Jun 12 2008,Rasmussen
VA,45,44,Oct 19 2008,WinthropU
VA,45,48,Oct 01 2008,MasonDixon
VA,46,45,Aug 12 2008,Rasmussen
VA,46,48,Sep 17 2008,InsiderAdvantage
VA,46,48,Sep 20 2008,ARG
VA,46,49,Sep 29 2008,ARG
VA,46,50,Sep 09 2008,OpinionResearch
VA,47,44,Oct 30 2008,MasonDixon
VA,47,45,Oct 21 2008,MasonDixon
VA,47,47,Feb 28 2008,SurveyUSA
VA,47,48,Aug 10 2008,SurveyUSA
VA,47,49,Sep 07 2008,Rasmussen
VA,47,49,Sep 07 2008,SurveyUSA
VA,48,39,Oct 26 2008,RoanokeColl
VA,48,44,Oct 27 2008,FinancialDynamics
VA,48,47,Mar 16 2008,SurveyUSA
VA,48,48,Sep 14 2008,Rasmussen
VA,48,50,Sep 21 2008,Rasmussen
VA,49,42,May 18 2008,SurveyUSA
VA,49,42,Oct 26 2008,GfKRoper
VA,49,43,Oct 14 2008,ChristopherNewportU
VA,49,46,Sep 21 2008,ABCNews
VA,49,46,Sep 21 2008,WashingtonPost
VA,49,47,Jun 22 2008,SurveyUSA
VA,50,45,Sep 25 2008,Rasmussen
VA,50,46,Nov 01 2008,SurveyUSA
VA,50,46,Sep 14 2008,SurveyUSA
VA,50,47,Oct 12 2008,Rasmussen
VA,50,47,Sep 28 2008,Rasmussen
VA,50,48,Oct 05 2008,Rasmussen
VA,51,39,Oct 05 2008,SuffolkU
VA,51,40,Oct 22 2008,VirgCommonwealthU
VA,51,45,Feb 17 2008,SurveyUSA
VA,51,45,Nov 02 2008,Zogby
VA,51,45,Oct 19 2008,SurveyUSA
VA,51,45,Sep 21 2008,SurveyUSA
VA,51,45,Sep 29 2008,InsiderAdvantage
VA,51,47,Oct 26 2008,Rasmussen
VA,51,47,Oct 27 2008,MaristColl
VA,52,43,Oct 26 2008,SurveyUSA
VA,52,44,Oct 25 2008,WashingtonPost
VA,52,45,Oct 26 2008,Zogby
VA,53,43,Oct 05 2008,SurveyUSA
VA,53,43,Oct 14 2008,OpinionResearch
VA,53,44,Oct 28 2008,OpinionResearch
VA,53,44,Sep 30 2008,OpinionResearch
VA,54,44,Oct 16 2008,Rasmussen
VA,54,44,Oct 21 2008,OpinionResearch
VT,56,38,Sep 22 2008,ARG
VT,60,36,Oct 09 2008,Rasmussen
VT,60,36,Sep 13 2008,Rasmussen
VT,63,29,Feb 28 2008,SurveyUSA
WA,44,38,May 25 2008,ElwayPoll
WA,44,45,Feb 28 2008,Rasmussen
WA,45,39,Mar 20 2008,ElwayPoll
WA,45,39,Sep 08 2008,ElwayPoll
WA,47,35,Jul 31 2008,ElwayPoll
WA,48,43,Mar 27 2008,Rasmussen
WA,49,45,Sep 07 2008,SurveyUSA
WA,49,47,Sep 10 2008,Rasmussen
WA,50,44,Sep 18 2008,ARG
WA,51,39,Oct 31 2008,UofWashington
WA,51,40,May 12 2008,Rasmussen
WA,51,43,Jul 09 2008,Rasmussen
WA,51,44,Apr 07 2008,SurveyUSA
WA,51,44,Aug 12 2008,SurveyUSA
WA,52,36,May 18 2008,SurveyUSA
WA,52,38,Feb 28 2008,SurveyUSA
WA,52,40,Aug 06 2008,Rasmussen
WA,52,41,Mar 16 2008,SurveyUSA
WA,52,43,Jan 13 2008,SurveyUSA
WA,53,35,Jun 09 2008,Rasmussen
WA,53,40,Apr 16 2008,SurveyUSA
WA,53,43,Oct 02 2008,Rasmussen
WA,54,42,May 12 2008,SurveyUSA
WA,54,43,Oct 22 2008,Rasmussen
WA,54,43,Sep 22 2008,SurveyUSA
WA,55,34,Oct 26 2008,UofWashington
WA,55,36,Oct 19 2008,ElwayPoll
WA,55,38,Feb 04 2008,SurveyUSA
WA,55,39,Jul 15 2008,SurveyUSA
WA,55,40,Jun 19 2008,SurveyUSA
WA,56,39,Jun 09 2008,SurveyUSA
WA,56,39,Oct 27 2008,SurveyUSA
WA,56,40,Oct 13 2008,SurveyUSA
WI,43,47,May 05 2008,Rasmussen
WI,44,38,Aug 04 2008,WisconsinPolicyResInst
WI,44,43,Feb 21 2008,Rasmussen
WI,45,43,Jun 05 2008,Rasmussen
WI,45,44,Sep 17 2008,UofWisconsin
WI,46,42,Apr 05 2008,StNorbertColl
WI,46,48,Mar 26 2008,Rasmussen
WI,47,43,Apr 24 2008,UofWisconsin
WI,47,43,Aug 05 2008,Rasmussen
WI,48,42,May 18 2008,SurveyUSA
WI,48,44,Mar 16 2008,SurveyUSA
WI,48,46,Sep 15 2008,Rasmussen
WI,49,42,Sep 21 2008,QuinnipiacU
WI,49,44,Apr 13 2008,SurveyUSA
WI,50,37,Jun 10 2008,UofWisconsin
WI,50,39,Jul 08 2008,Rasmussen
WI,50,39,Jul 22 2008,QuinnipiacU
WI,50,45,Sep 21 2008,ARG
WI,50,47,Sep 16 2008,OpinionResearch
WI,51,36,Oct 15 2008,UofWisconsin
WI,51,38,Oct 17 2008,StNorbertColl
WI,51,39,Oct 17 2008,MasonDixon
WI,51,40,Feb 28 2008,SurveyUSA
WI,51,43,Oct 19 2008,SurveyUSA
WI,51,44,Oct 23 2008,Rasmussen
WI,51,46,Oct 06 2008,OpinionResearch
WI,52,39,Jun 24 2008,QuinnipiacU
WI,52,42,Feb 17 2008,SurveyUSA
WI,52,42,Oct 06 2008,SurveyUSA
WI,52,43,Jun 16 2008,SurveyUSA
WI,53,40,Oct 20 2008,FinancialDynamics
WI,53,40,Oct 22 2008,UofWisconsin
WI,54,37,Oct 12 2008,QuinnipiacU
WI,54,38,Oct 28 2008,UofWisconsin
WI,54,44,Oct 06 2008,Rasmussen
WI,55,39,Oct 29 2008,SurveyUSA
WV,35,53,Feb 28 2008,SurveyUSA
WV,37,45,Jun 02 2008,Rasmussen
WV,39,44,Sep 08 2008,MarkBlankenship
WV,40,50,Oct 26 2008,Zogby
WV,41,47,Oct 17 2008,MasonDixon
WV,42,50,Sep 24 2008,Rasmussen
WV,43,52,Oct 20 2008,Rasmussen
WV,44,49,Oct 21 2008,WestVirginiaWesleyanU
WV,44,53,Oct 21 2008,OpinionResearch
WV,45,49,Sep 16 2008,ARG
WV,46,50,Sep 23 2008,OpinionResearch
WV,47,49,Oct 13 2008,InsiderAdvantage
WV,50,42,Oct 08 2008,ARG
WY,25,62,Aug 15 2008,MasonDixon
WY,28,66,Sep 11 2008,ARG
WY,32,58,Oct 14 2008,MasonDixon
WY,35,54,Feb 28 2008,SurveyUSA
WY,37,58,Oct 19 2008,SurveyUSA
WY,39,58,Sep 10 2008,Rasmussen
